ACM DBLP
13014 6016
8535 40990
35262 27811
33801 45816
12767 37785
39066 33160
24744 37
12092 37978
10493 20975
33568 40883
37909 29583
28101 21388
35341 31079
10454 7433
39928 35332
34054 41477
25209 27588
6885 6479
18790 18863
14119 37751
26949 25043
41653 50600
1655 358
31975 29743
34959 34744
19323 45254
40857 44861
20149 25927
32206 30991
33424 9748
24287 33041
36049 40217
41410 45200
1633 6189
12400 21094
25971 22424
41834 43044
41827 37534
4366 1308
6659 49030
41539 49821
4059 3190
25033 49109
2049 16866
7569 17496
34412 18218
14341 4063
32323 12017
5985 10551
7447 29086
26031 21588
14352 33648
12339 21547
38838 3509
8119 6609
20882 31129
27463 20348
370 131
19087 28456
32479 15451
21113 31534
36075 41479
8835 6296
23175 18604
16468 24530
37127 12661
23308 47496
42387 48562
30131 9718
25973 46333
3325 21323
36290 42527
19075 26136
30309 49279
42299 5276
21100 4968
39415 27290
6726 1267
14333 19304
13598 16527
23953 602
29600 42601
28813 49167
23703 3583
28896 23096
27441 40401
24155 11990
40656 34499
9952 16018
27479 12935
6767 22401
20600 29782
31580 44576
4713 36952
12570 3325
14999 40212
2551 1762
12321 50675
26835 26686
3226 22080
10876 49850
23655 13281
33805 48448
12695 42488
5575 3573
8770 31198
31160 18147
33559 39392
33324 49764
728 9636
10228 36278
4615 19180
10648 28192
19235 25710
29142 30784
12550 21627
1859 766
2653 4648
15255 29503
30116 19666
17957 44639
12656 14288
20551 48132
659 6459
7848 46073
4576 4012
19644 28556
1934 2448
23679 19248
40458 27181
15277 47696
7422 3267
32478 15450
42164 17615
27477 11103
36630 50160
26561 15584
28150 31696
39700 36694
18310 24998
5663 19577
6798 14290
8658 20437
15298 2127
36147 42291
1693 41608
5586 50983
3975 3288
3372 31555
26831 33299
29742 32385
37033 27538
8202 9544
27290 31218
34538 42794
35855 14268
20987 4144
38850 47523
14781 48140
21996 17131
26283 44376
11665 453
39707 17366
17905 6292
41167 9340
40737 34574
38751 10138
7754 8988
32678 45157
22176 419
39331 23425
6608 37786
12267 22934
24797 20535
18007 2768
40931 47629
25169 10446
17214 2937
21856 2462
27229 35644
30412 20045
27615 48034
40611 24727
36445 48345
6113 23893
11760 15316
41190 49732
42646 14043
29246 18581
1048 36527
21749 10564
42427 12508
33164 5966
9194 17098
23999 18943
13348 33834
28993 45811
11362 21339
20251 21060
21615 9031
14255 46306
27330 5162
11285 2405
34196 38466
40112 51266
12929 35863
3013 25831
38098 4119
17849 16770
26170 44982
2879 41738
22538 29854
11543 41119
15042 19319
39097 15661
5794 1201
34567 16796
27548 33741
25093 815
35689 7524
30741 24548
27112 24210
37924 10288
18946 28279
26605 30107
11222 19768
33917 39502
34048 41853
37007 33812
27571 41064
41163 30088
36887 12249
35495 44718
5407 41590
19068 31275
1083 2490
17037 50644
9256 41093
6221 6668
1424 28237
4046 12703
16207 11054
40237 3311
4084 1264
29635 33969
13253 18059
40989 6125
6277 14349
26093 46270
13159 28670
32853 7781
5701 22126
4925 30431
22193 24400
28837 21752
2043 12549
20555 28977
4872 15264
40123 27017
27383 7315
39820 17928
16568 18560
34601 22340
28627 40950
1387 4281
20631 49735
18013 24662
39672 43314
20474 32641
27066 39845
41728 30010
24147 42324
9589 31684
30509 29939
8019 15932
24340 24864
38766 29375
542 20231
16220 36827
28700 12719
34818 23954
15805 23025
34798 17567
18668 43980
35038 44462
14549 13276
34608 35866
6251 45834
21521 32867
8018 11232
30222 50875
42480 10497
10298 15230
34575 46276
18224 26054
14976 8284
15672 16183
33748 19565
11980 32337
18967 41788
42450 31055
29101 42595
14057 12146
29869 6606
27480 39860
20068 16303
30742 25209
11074 24302
6823 13663
18082 7286
35059 29119
10320 17576
12908 14605
27303 30492
7352 26157
15592 22351
13985 48137
19960 47278
38474 49528
28212 44294
4335 18904
7879 76
9839 11579
22882 10718
37205 5922
13757 20903
18492 48225
7998 25984
40215 10821
19771 18757
37415 45379
35754 43759
18781 16092
1354 6783
4879 360
24958 497
14794 28360
29835 24261
37040 20113
27006 48197
32162 51040
3789 2122
27649 5430
40045 45336
8641 40711
42636 9534
34139 25005
10100 40738
6329 45103
14541 20541
23036 35487
1744 8160
22268 36492
36602 43936
19444 8507
14462 19001
27132 43519
31209 1940
34901 30220
1164 34805
15441 4221
37567 45545
520 43032
7670 43835
242 27199
24298 38535
17302 11984
24873 13602
6651 37378
25123 5648
7424 7258
36803 37525
25013 42549
33761 37226
28736 30585
15516 2318
13053 1582
41710 50993
9590 38184
1767 28576
14881 28747
38173 41899
4846 48814
27527 20445
12486 36250
25297 44124
30510 36620
33699 26877
4817 4757
2934 31171
20921 14533
18521 17769
10226 22822
11229 6811
21209 51176
32639 14516
36357 17218
22007 8722
36044 51101
11746 4068
854 4839
25638 20615
33673 16565
26609 8604
25294 13839
11208 28710
22118 47263
36667 33181
7222 3538
11035 25336
5303 5874
2651 4646
33368 27380
5810 20866
40972 14597
6690 40280
21468 21366
20331 33358
5358 24628
7134 35256
3904 48905
31640 39684
34693 43684
18309 24997
28754 40191
12862 38694
31767 44215
14286 18458
8253 30994
22151 41035
3597 9580
20429 31402
2057 7738
10541 36220
1100 48395
42462 21255
41044 21598
40222 51032
14625 5941
18978 31391
15112 40680
16179 37100
26653 14423
27672 11522
18853 41184
39620 16125
1018 33763
9146 19336
42656 26317
13697 37275
10535 49461
30816 23898
36041 34833
12274 40929
40695 30520
13250 6457
42467 31609
9931 11156
7863 30484
19597 32023
34616 43676
38111 23063
32064 18168
2221 9023
19172 7526
41774 36485
23732 36967
24332 33737
42265 38765
22401 9623
40352 19873
11898 41201
6111 32545
38694 1185
22307 26099
24149 49927
34217 11095
9163 36256
11782 2034
27912 15431
12703 119
26495 37358
418 8473
25762 24421
4580 11851
335 5496
12474 17162
16308 8375
19753 4293
30375 48746
12515 28226
12123 16319
36848 21612
33313 19832
19918 14198
9060 32254
14032 25669
2815 2526
41918 51318
18538 17786
42091 50142
26777 15949
34411 46395
26545 22717
6446 10713
2499 29010
24871 666
12273 11282
16567 18559
41858 50500
42727 31785
23275 36055
19831 11342
41848 19661
15602 45014
13822 20653
18345 11291
17363 12546
42235 26604
15742 13786
2422 22889
33862 21673
4463 36427
37241 44500
1544 2719
15707 31077
18205 38072
30645 6541
2658 16250
30223 32588
21624 46646
37558 7307
31072 3501
23032 36101
28918 35150
26295 38767
4357 47662
7997 25983
21102 5165
18918 10192
305 4412
13638 26417
7717 26784
31075 11806
28241 46538
10607 36792
6785 23315
7013 6263
33098 51143
15317 19331
29009 28788
6864 8197
41159 49365
24580 7811
41560 993
26639 9714
13537 17798
39884 43900
28210 45585
42086 7429
26832 33300
3178 4532
4736 50721
10404 6714
42525 48432
38373 34753
34539 9907
17213 41667
17732 51412
11694 13351
39124 38843
13775 2909
27853 29740
30161 14628
33133 41353
25705 35811
15783 26034
16866 21425
6546 30357
8433 21336
16350 2175
33256 43035
10378 17387
35397 46216
21509 3213
38044 51045
9136 17073
2350 19486
6708 14478
31759 35191
24364 10869
5051 35070
33243 42418
27228 10922
29659 5622
3363 5009
40793 25736
13568 36098
1614 47257
24408 36731
13067 24568
31904 18461
13770 7669
7449 6052
38681 20526
28757 12032
14503 2600
36571 15739
7550 38851
19730 14590
3643 38673
4183 8908
20114 25776
31448 10921
41290 46047
26940 12013
16681 34345
23470 35427
3163 7761
14606 34646
41890 36395
5653 2245
26874 5433
32435 33691
35478 40171
12031 48990
26421 7115
28004 23693
13878 32111
37039 20112
15634 1077
9719 33333
19647 25493
2315 439
20039 34132
25765 27667
26083 38807
8377 24618
9154 20819
24144 51075
10749 659
23560 45626
2696 2580
20122 1496
29689 28083
28784 14741
31126 36382
34682 26457
24497 6384
7147 7311
28552 19792
9349 9265
20734 35657
7062 24851
23537 31390
22543 51253
15940 43750
40240 46965
39470 31466
17148 51234
29357 7328
39968 27711
14020 14733
29423 21646
31319 12380
42850 11761
23802 37376
6143 35106
19774 8193
40025 2063
4437 8758
37541 51278
14758 1491
30348 47796
32233 42870
15705 24594
17413 7697
9234 1003
35018 38605
41665 19054
40368 5518
231 19038
27164 37632
39871 1360
824 38322
22773 50947
30189 40885
9218 39286
38491 13469
5739 29805
41485 15681
34860 26831
1977 48648
14444 27409
22604 11764
35646 18052
40336 48679
23161 34543
5476 904
26726 2882
26233 12514
27097 37511
36922 24861
36983 43421
28707 45729
15652 25569
3490 15479
32903 26909
5347 528
19729 14589
15478 16674
3133 21852
1756 5544
2022 1576
1182 1716
9020 9778
28328 8020
25265 16775
25827 14354
13846 29522
8359 20626
20193 39749
28427 557
29760 42603
25400 33471
22304 32278
331 58
21252 1119
13677 15856
41138 46816
33648 10769
439 42327
11940 22228
41397 27841
34566 32718
41294 39630
4551 16621
31247 9159
2470 35168
36067 2682
33016 1649
8476 295
11933 15648
31675 41716
24663 26386
36888 42081
6056 991
7452 11879
4321 1463
3193 10110
3279 23466
28196 35976
5055 398
25823 495
11225 49009
21726 12809
16245 15615
13923 45000
1138 341
9383 2038
2516 2214
36132 38350
25795 37855
23176 38964
35657 18903
7535 26465
36924 34731
28369 21717
32518 9347
11438 121
27315 24450
18472 2
6503 45071
6343 38929
42942 7966
16656 2654
10114 7773
36047 40214
11241 39594
21689 48082
5105 2218
17305 26456
26329 26723
22839 8688
13113 34651
21582 17171
3641 7430
38059 16420
15376 2639
33103 42679
37635 27400
17637 31906
8997 45675
18686 14746
6396 4030
11414 29184
34113 18078
36091 50275
26564 10321
39441 33073
21766 3824
11427 19971
42077 14689
18563 7647
37155 24907
28323 49234
5064 28922
885 45757
3007 2769
20833 32388
33043 3405
12415 48376
947 5827
25486 12850
21511 10756
6220 8530
16807 33036
14225 24050
35565 11418
7178 3557
41637 21098
12227 11954
14240 10976
36799 12077
424 41777
10618 22215
7823 20916
32567 12143
13740 50609
30194 16231
4892 13776
18327 16038
22061 34331
37286 6767
20056 49062
15195 9604
12526 10429
15062 14878
18738 28314
33941 9289
24446 6955
9402 12764
31309 12939
39681 39419
33469 19703
41388 43434
39141 33338
27411 17906
33567 42381
17143 10686
10335 20183
36144 42290
38421 38008
2577 40061
2960 1455
5616 11126
18125 36572
4780 5348
12976 5990
41285 35151
34410 19011
22960 18996
38656 6038
33180 25917
873 8103
30695 15938
19556 33555
25876 22326
32658 30148
10861 4426
6103 21856
29232 25638
6206 200
22429 17986
14491 21732
42601 29080
25367 25141
28728 20867
23529 14385
4032 9221
19682 17276
20244 2764
27939 26676
29032 4775
127 11980
42175 43335
31237 45353
19057 48573
27815 15477
20647 29655
40663 14025
26439 50383
10414 40675
36321 16209
5617 33162
34626 4307
12630 748
5524 9258
33262 27866
11832 13925
37846 47550
14876 36529
21063 26962
2847 23976
3969 259
3972 32539
3285 9607
7348 5684
41480 19116
27376 24698
31957 2952
32805 39318
10148 15916
7478 51543
11270 46786
29735 28004
3660 1520
6658 49029
2529 19571
8798 14716
2054 6778
4145 2551
37844 17665
20050 37185
20543 49125
35981 21618
29151 47855
20511 9602
14489 34387
19398 2703
24780 25782
6506 22142
4050 30059
22508 34477
37258 16536
2079 3502
34115 24958
18810 2474
13862 47358
26617 32932
21939 38496
4355 47660
28082 51531
536 1361
41236 30983
22606 13410
17080 39176
6661 1450
25785 13807
20832 26819
26473 45819
8075 14623
8385 6342
33755 11966
31886 47966
28988 12403
16171 27028
3914 1818
18674 21031
2796 5033
20615 24135
23648 32578
12635 17671
8809 3759
19289 24888
41445 20257
29756 25461
21925 46165
17920 6325
41338 13482
5331 4656
20917 39540
23545 12866
42441 3031
32911 1838
34273 37360
17364 4033
21995 50939
31844 17051
33537 17161
1070 311
16968 48499
21915 46417
21431 39265
30297 11556
28864 42611
25585 7545
37582 10567
27504 3707
20751 36864
28147 43847
17158 229
21286 47672
7595 7692
41136 44889
4253 9703
42744 25543
9556 35968
32430 39312
31116 20981
16442 35562
26493 27912
40209 15866
41299 41832
4111 5730
16919 46578
25388 38580
29067 15826
13378 11012
23792 39846
20943 40142
14949 28162
10830 35668
8803 33260
41823 19343
22148 9502
27448 4708
30935 27229
25091 25683
31876 42339
24884 19989
28790 11894
560 8358
6227 5813
12216 49196
20084 42427
26537 34910
31158 13117
3993 9988
20545 41225
8939 19503
10821 27555
9810 4332
30621 7583
37850 33606
5636 3159
22381 1720
1081 2488
38267 28802
16557 40335
14717 36542
18038 27398
41807 18782
28718 36049
22016 10037
4233 15844
38487 6133
7697 50250
25224 10752
14923 26448
32946 7691
42263 10558
41487 18429
6353 618
5445 4945
32820 16112
9928 11623
17647 24938
17733 25094
27470 4843
15747 35752
22877 5071
8152 479
6424 49473
29293 9371
32999 48267
29471 48796
36573 15741
25654 10815
20166 4621
39346 14081
24297 29973
41527 25476
34246 29849
31614 12000
39963 19493
38226 40013
8566 22808
21240 36026
23853 8321
30006 32199
13906 13483
15749 24595
34771 51330
23000 29510
37805 17696
19 28899
2267 3635
35968 5804
10399 2543
8886 42212
42565 39259
39750 35828
16871 49096
42178 9196
20279 4145
4828 22134
10721 28545
16141 48476
14307 23424
30332 30760
11227 11215
22096 16047
29472 48797
27332 5164
29504 31072
7665 46017
29726 37366
24962 39375
16136 48933
41881 48373
17704 35075
41516 40763
34266 17450
35853 49610
28683 40411
17886 22320
5890 10834
14760 14493
36403 40063
21599 41814
14153 1169
6241 49316
22665 29629
25593 23358
16563 19316
29876 27247
3945 1647
21272 5473
43 3938
21317 18258
467 30392
17474 1394
33337 38979
42733 3581
41281 6348
23818 41474
34540 9906
8924 12130
9305 51055
18653 16257
33166 39038
11159 19119
41227 5588
22693 50242
33791 15261
30430 36306
3802 27474
16766 14074
33006 22946
19741 19239
19463 37261
19629 36660
25153 19070
42928 31517
31809 3293
9917 37587
21048 24278
19684 20193
42085 36606
14100 3080
35116 5151
3168 4719
11785 1717
25786 13808
9358 13196
37573 9572
31527 28039
33810 41529
38571 33870
23456 48200
2434 1238
38851 33252
8933 44134
24007 10342
25918 39194
33957 29832
33482 2155
4097 8890
6741 3333
298 905
30135 28436
15560 17440
20674 11366
2353 19488
29301 14962
5877 39096
3574 3046
40371 5524
24599 468
20433 26209
34759 39336
24863 19968
17520 16765
37405 580
7559 15127
31958 2953
6049 27031
32523 37644
18628 33416
22713 22296
1846 17180
20510 6996
40556 35081
5391 41834
37539 26680
3872 22977
21943 27921
7640 15312
4721 42407
4283 44769
16345 47592
34710 30802
6599 48112
29977 16838
806 21286
16569 9621
18183 43414
22100 41202
25842 47890
6456 28933
603 1446
7859 14537
23369 18824
20514 42300
3567 49810
40619 13883
37191 38606
42472 50071
21396 21589
16064 6360
290 4126
39805 25062
8388 40044
37010 44730
2062 3495
3498 1105
16674 41704
21701 3995
6879 10006
21712 7368
32216 40891
16906 46941
1971 4767
2773 16749
27812 13959
23914 24077
24062 31903
9106 38956
13178 34808
22169 4682
8904 31149
32908 9155
26583 32181
33555 40866
1999 14905
12759 35826
3905 4577
9619 10359
14756 41031
156 3150
8800 19127
31151 36457
29682 4804
31071 30730
36635 24965
29496 23148
9831 6838
3578 10958
37044 7288
32672 49606
11900 4164
3973 3388
17931 39442
34313 40440
12333 5945
21816 38579
16775 36196
10058 21065
27776 34931
34442 4781
38275 46030
36535 1049
14325 10624
8707 48445
23492 27194
8877 37871
50 17563
6895 9249
13993 29777
34446 39840
7803 347
12693 9997
34241 47435
23570 47526
37059 46858
193 919
28182 31004
31058 16699
24485 49686
23797 39015
31265 17547
39286 34012
11217 28243
25961 24947
3674 45893
8009 38155
30504 28438
32559 23671
27113 13098
23450 22055
6034 18710
29710 40704
7656 37882
15983 19690
2695 2579
40334 35865
31362 19481
26442 12754
28891 23091
35117 5152
6194 13699
23711 40377
40912 25334
17991 37672
3287 36782
14675 40371
25757 47217
2905 446
33478 43655
104 18474
6002 8024
34323 28107
33680 49522
31322 30965
29812 46459
18813 31350
4170 30627
10575 31384
2261 40276
36841 50922
1782 293
22357 45595
30885 10734
23084 6828
26426 8172
16510 20058
27838 18144
15382 36626
12663 33409
10869 15561
30160 14626
26130 5465
30408 49064
12616 41783
4535 3091
10581 16612
33222 36513
20388 8603
7090 14843
19758 48023
14741 2932
10860 2988
7781 1121
21830 12604
2270 1056
7932 18448
29271 3307
38989 31619
27384 45975
1996 4709
18801 12054
19407 9853
28102 42005
16915 46574
2455 18884
15164 33634
35328 45797
12327 20361
2323 24625
13410 11424
10004 27122
7870 42206
33868 9149
24047 10461
2944 21799
21260 33788
3606 31298
13088 28250
18090 37433
7669 43834
714 4571
39636 34825
3996 18299
24894 10228
16172 6741
25995 21722
42114 32373
28662 42459
41985 30836
35290 19045
11738 51046
17752 10343
41050 33621
39848 12783
13613 31683
31454 36350
7212 37134
41047 13426
12081 23933
4871 1287
4398 43549
27043 8310
12429 26900
32042 7131
33179 33063
37220 47258
28548 47292
27692 17664
10133 14108
19828 9014
10048 23169
25580 21631
31836 33977
27471 4845
37862 32418
29131 46962
23865 30615
36331 49750
24099 45228
40116 40960
25274 31459
38269 39098
2006 7715
28126 3838
14504 16107
16990 38380
23295 19419
12686 11656
34195 38925
14126 4823
21162 33498
7680 26336
41507 24555
40755 31277
37386 12179
19095 13499
1019 33764
26254 5698
11257 6481
33760 37225
28332 19383
31193 23538
34638 48131
8477 23902
39109 31043
33190 29202
5410 35068
31062 8518
23494 13835
18250 8243
34553 40760
34370 47862
13038 39022
31557 38220
4310 1589
38159 47639
2260 40275
29701 44761
17765 6678
21032 3771
34639 15300
8143 14762
17724 48393
24189 34939
42013 40386
34228 48552
26529 20545
3548 36319
9790 22058
38050 48851
22561 4644
6803 7987
21149 2180
28475 23401
21125 7519
16182 42677
3137 18008
425 41778
20408 22031
1046 3908
24243 738
25763 50422
13701 25177
39268 39000
23420 12329
1662 1645
25694 5199
9214 8685
6740 10373
19646 25494
18370 7032
40349 47754
10076 21297
4124 14233
26730 33315
28394 27507
27819 27463
35894 18872
31365 18439
2947 8493
28378 43630
39299 23368
39466 26114
11571 40224
15879 1802
17856 36926
22180 34030
13827 42557
15339 2767
8132 20882
14282 47574
2147 7378
27529 25592
37912 15931
15294 14907
33244 29881
12609 22449
18757 42423
40687 7872
22042 43941
39720 24922
37817 16369
41001 36868
22575 4814
23576 47530
26715 2651
652 2096
35034 9091
3955 13524
34028 41299
4919 16205
3341 32224
1533 109
17268 14991
17431 7696
20914 13570
5526 14325
1539 1580
749 5542
14052 39508
30850 29795
2206 34851
37310 7370
1886 746
34288 41751
9851 34405
29638 15927
25623 41602
37348 14788
23693 16805
4457 892
15977 23761
9442 9135
14826 2391
32521 30981
42452 31058
15721 9813
23243 20531
29432 35301
11600 45807
21935 39752
15064 28831
10991 19172
14349 33649
9930 11155
27232 45417
